MSA,MSA_old,PINCPC,POP,PINC,EMP,cbsa,RGDP,RGDPPC,D2I_Low,D2I_H,WRLURI,elasticity
"Toledo, OH","Toledo, OH",44668.0,644.462,28786541.0,395.99,45780,34029973.0,52803.69207183667,0.8925000000000001,1.1175,-0.5664964,2.2091424
"Topeka, KS","Topeka, KS",43758.0,233.153,10202267.0,144.533,45820,9849673.0,42245.53404845745,0.51,1.02,-0.9388171,4.4381547
"Trenton-Princeton, NJ","Trenton, NJ",65877.0,368.602,24282260.0,283.989,45940,27815178.0,75461.27801802485,0.51,1.02,1.7536701,1.8817972
"Tucson, AZ","Tucson, AZ",42133.0,1027.502,43291870.0,518.656,46060,38636977.0,37602.82413075595,1.81,2.1,1.5173635,1.4191339
"Tulsa, OK","Tulsa, OK",51134.0,991.61,50705092.0,602.7,46140,51847954.0,52286.638900374135,1.2875,1.4000000000000001,-0.78415143,3.3535187
"Tuscaloosa, AL","Tuscaloosa, AL",36396.0,251.018,9135950.0,139.724,46220,9678717.0,38557.860392481816,1.2325,1.3425,,
"Tyler, TX","Tyler, TX",52034.0,227.46,11835720.0,149.94,46340,9904909.0,43545.71792842697,1.205,1.315,0.15592432,2.7040546
"Urban Honolulu, HI","Urban Honolulu, HI",57049.0,986.429,56274893.0,657.903,46520,59924134.0,60748.55260743551,2.1,2.57,,
"Utica-Rome, NY","Utica-Rome, NY",42790.0,292.336,12509125.0,156.06,46540,11789161.0,40327.43486946527,1.085,1.205,-0.732668,2.7906203
"Valdosta, GA","Valdosta, GA",34613.0,145.403,5032900.0,77.77,46660,4940605.0,33978.70057701698,1.525,1.6749999999999998,,
"Vallejo, CA","Vallejo-Fairfield, CA",48364.0,443.877,21467887.0,199.445,46700,22841474.0,51459.01679969901,2.57,,0.9641886,1.1440909
"Victoria, TX","Victoria, TX",43469.0,99.651,4331739.0,57.657,47020,4854105.0,48711.05156997922,1.205,1.315,,
"Vineland-Bridgeton, NJ","Vineland-Bridgeton, NJ",38630.0,151.748,5861990.0,75.53,47220,5954454.0,39239.09376070854,1.205,1.315,1.1887708,1.8503134
"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",48485.0,1761.305,85397443.0,1073.003,47260,87801252.0,49850.1122747054,2.0275,2.4524999999999997,0.11995864,0.8157288
"Visalia, CA","Visalia-Porterville, CA",39018.0,463.097,18069207.0,207.338,47300,17773212.0,38379.02642426964,1.63,1.81,0.45812285,1.9665818
"Waco, TX","Waco, TX",39182.0,268.55,10522336.0,160.448,47380,12297931.0,45793.82237944517,0.51,1.02,,
"Walla Walla, WA","Walla Walla, WA",44178.0,60.652,2679511.0,35.732,47460,2995360.0,49386.00540790081,1.4300000000000002,1.56,,
"Warner Robins, GA","Warner Robins, GA",40517.0,180.019,7293904.0,95.968,47580,6797329.0,37758.95322160439,1.7650000000000001,2.0275,,
"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",69298.0,6213.246,430564944.0,4360.516,47900,471918848.0,75953.67188101035,1.63,1.81,0.31053925,1.6058275
"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA",43591.0,169.553,7390946.0,112.872,47940,8638962.0,50951.39572876918,1.145,1.26,-0.8396053,4.427537
"Watertown-Fort Drum, NY","Watertown-Fort Drum, NY",45476.0,113.063,5141615.0,67.316,48060,5929646.0,52445.50383414556,1.37,1.49,,
"Wausau-Weston, WI","Wausau, WI",47260.0,163.181,7711998.0,106.619,48140,8906420.0,54580.00625072772,0.51,1.02,0.18397494,2.7627184
"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH",38472.0,118.181,4546694.0,49.592,48260,5618342.0,47540.14604716494,1.315,1.4300000000000002,-0.53316337,2.7437396
"Wenatchee, WA","Wenatchee, WA",48045.0,118.646,5700404.0,71.326,48300,5937499.0,50043.81942922644,1.685,1.9100000000000001,,
"Wheeling, WV-OH","Wheeling, WV-OH",45613.0,141.228,6441832.0,81.639,48540,11959848.0,84684.68009176651,0.51,1.02,-1.3376187,3.1188865
"Wichita, KS","Wichita, KS",48818.0,637.636,31128209.0,392.955,48620,31780917.0,49841.78590920212,1.205,1.315,-1.1872097,5.453317
"Wichita Falls, TX","Wichita Falls, TX",41395.0,151.18,6258027.0,91.032,48660,5923886.0,39184.323323190896,1.205,1.315,-0.58532643,3.8691676
"Williamsport, PA","Williamsport, PA",41587.0,113.93,4738005.0,68.199,48700,6569871.0,57665.85622750812,1.1775,1.2875,,
"Wilmington, NC","Wilmington, NC",41953.0,289.425,12142264.0,174.362,48900,12991240.0,44886.37816360024,1.81,2.1,,
"Winchester, VA-WV","Winchester, VA-WV",46303.0,138.107,6394742.0,81.881,49020,5809606.0,42065.97782878493,1.81,2.1,,
"Winston-Salem, NC","Winston-Salem, NC",43306.0,666.746,28874233.0,354.918,49180,29500651.0,44245.71126036002,1.4025,1.53,,
"Worcester, MA-CT","Worcester, MA-CT",53273.0,942.303,50199671.0,526.032,49340,44399035.0,47117.57789161235,1.6749999999999998,1.8825,,
"Yakima, WA","Yakima, WA",41868.0,250.377,10482682.0,132.774,49420,9618897.0,38417.65417750033,1.26,1.3725,,
"York-Hanover, PA","York-Hanover, PA",47835.0,445.722,21321290.0,238.102,49620,18301760.0,41060.93035569256,1.595,1.7650000000000001,1.1559123,1.9949545
"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",40496.0,541.875,21943522.0,284.723,49660,19799479.0,36538.83091118801,1.15,1.26,-0.29096842,2.5245693
"Yuba City, CA","Yuba City, CA",41270.0,173.213,7148530.0,71.585,49700,6313586.0,36449.83921530139,2.2175000000000002,2.57,0.20115004,2.6539721
"Yuma, AZ","Yuma, AZ",35049.0,209.756,7351746.0,88.348,49740,7783381.0,37106.83365434124,1.7925,2.0725,0.587611,2.5822918
