Year,Quarter,Metropolitan Statistical Areas,Debt-to-Income Ratio Low,Debt-to-Income Ratio High
2017,4,"Topeka, KS (Metropolitan Statistical Area)",0.51,1.02
2017,4,"Trenton, NJ (Metropolitan Statistical Area)",0.51,1.02
2017,4,"Tucson, AZ (Metropolitan Statistical Area)",1.81,2.1
2017,4,"Tulsa, OK (Metropolitan Statistical Area)",1.26,1.37
2017,4,"Tuscaloosa, AL (Metropolitan Statistical Area)",1.15,1.26
2017,4,"Tyler, TX (Metropolitan Statistical Area)",1.15,1.26
2017,4,"Urban Honolulu, HI (Metropolitan Statistical Area)",2.1,2.57
2017,4,"Utica-Rome, NY (Metropolitan Statistical Area)",1.02,1.15
2017,4,"Valdosta, GA (Metropolitan Statistical Area)",1.49,1.63
2017,4,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",2.57,
2017,4,"Victoria, TX (Metropolitan Statistical Area)",1.15,1.26
2017,4,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",1.15,1.26
2017,4,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",1.81,2.1
2017,4,"Visalia-Porterville, CA (Metropolitan Statistical Area)",1.63,1.81
2017,4,"Waco, TX (Metropolitan Statistical Area)",0.51,1.02
2017,4,"Walla Walla, WA (Metropolitan Statistical Area)",1.37,1.49
2017,4,"Warner Robins, GA (Metropolitan Statistical Area)",1.81,2.1
2017,4,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",1.63,1.81
2017,4,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",1.02,1.15
2017,4,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",1.37,1.49
2017,4,"Wausau, WI (Metropolitan Statistical Area)",0.51,1.02
2017,4,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",1.26,1.37
2017,4,"Wenatchee, WA (Metropolitan Statistical Area)",1.63,1.81
2017,4,"Wheeling, WV-OH (Metropolitan Statistical Area)",0.51,1.02
2017,4,"Wichita, KS (Metropolitan Statistical Area)",1.15,1.26
2017,4,"Wichita Falls, TX (Metropolitan Statistical Area)",1.15,1.26
2017,4,"Williamsport, PA (Metropolitan Statistical Area)",1.15,1.26
2017,4,"Wilmington, NC (Metropolitan Statistical Area)",1.81,2.1
2017,4,"Winchester, VA-WV (Metropolitan Statistical Area)",1.81,2.1
2017,4,"Winston-Salem, NC (Metropolitan Statistical Area)",1.37,1.49
2017,4,"Worcester, MA-CT (Metropolitan Statistical Area)",1.63,1.81
2017,4,"Yakima, WA (Metropolitan Statistical Area)",1.26,1.37
2017,4,"York-Hanover, PA (Metropolitan Statistical Area)",1.49,1.63
2017,4,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",1.15,1.26
2017,4,"Yuba City, CA (Metropolitan Statistical Area)",2.1,2.57
2017,4,"Yuma, AZ (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Abilene, TX (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Akron, OH (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Albany, GA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Albany, OR (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Albuquerque, NM (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Alexandria, LA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Altoona, PA (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Amarillo, TX (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Ames, IA (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Anchorage, AK (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Ann Arbor, MI (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Appleton, WI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Asheville, NC (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Athens-Clarke County, GA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Auburn-Opelika, AL (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Austin-Round Rock, TX (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Bakersfield, CA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Bangor, ME (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Barnstable Town, MA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Baton Rouge, LA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Battle Creek, MI (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Bay City, MI (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Beckley, WV (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Bellingham, WA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Bend-Redmond, OR (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Billings, MT (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Binghamton, NY (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Bismarck, ND (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Bloomington, IL (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Bloomington, IN (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Boise City, ID (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Boulder, CO (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Bowling Green, KY (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Bremerton-Silverdale, WA (Metropolitan Statistical Area)",2.57,
2017,3,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Brunswick, GA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Burlington, NC (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",1.37,1.49
2017,3,"California-Lexington Park, MD (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Canton-Massillon, OH (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Carbondale-Marion, IL (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Carson City, NV (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Casper, WY (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Cedar Rapids, IA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Champaign-Urbana, IL (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Charleston, WV (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Charlottesville, VA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Cheyenne, WY (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Chico, CA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Clarksville, TN-KY (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Cleveland, TN (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Coeur d'Alene, ID (Metropolitan Statistical Area)",2.57,
2017,3,"College Station-Bryan, TX (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Colorado Springs, CO (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Columbia, MO (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Columbia, SC (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Columbus, GA-AL (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Columbus, IN (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Columbus, OH (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Corpus Christi, TX (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Corvallis, OR (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Cumberland, MD-WV (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Dalton, GA (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Danville, IL (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2.57,
2017,3,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Dayton, OH (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Decatur, AL (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Decatur, IL (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Dothan, AL (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Dover, DE (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Dubuque, IA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Duluth, MN-WI (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1.15,1.26
2017,3,"East Stroudsburg, PA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Eau Claire, WI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"El Centro, CA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Elmira, NY (Metropolitan Statistical Area)",1.15,1.26
2017,3,"El Paso, TX (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Erie, PA (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Eugene, OR (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Evansville, IN-KY (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Fairbanks, AK (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Fargo, ND-MN (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Farmington, NM (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Fayetteville, NC (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Flagstaff, AZ (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Flint, MI (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Florence, SC (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Fond du Lac, WI (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Fort Collins, CO (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Fort Wayne, IN (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Fresno, CA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Gadsden, AL (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Gainesville, FL (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Gainesville, GA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Gettysburg, PA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Glens Falls, NY (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Goldsboro, NC (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Grand Island, NE (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Grand Junction, CO (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Grants Pass, OR (Metropolitan Statistical Area)",2.57,
2017,3,"Great Falls, MT (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Greeley, CO (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Green Bay, WI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Greenville, NC (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Hammond, LA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Harrisonburg, VA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Hattiesburg, MS (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",2.57,
2017,3,"Hinesville, GA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Homosassa Springs, FL (Metropolitan Statistical Area)",2.57,
2017,3,"Hot Springs, AR (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Huntsville, AL (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Idaho Falls, ID (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Iowa City, IA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Ithaca, NY (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Jackson, MI (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Jackson, MS (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Jackson, TN (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Jacksonville, FL (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Jacksonville, NC (Metropolitan Statistical Area)",2.57,
2017,3,"Janesville-Beloit, WI (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Jefferson City, MO (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Johnson City, TN (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Johnstown, PA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Jonesboro, AR (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Joplin, MO (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Kankakee, IL (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Kansas City, MO-KS (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Kennewick-Richland, WA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Killeen-Temple, TX (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Kingston, NY (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Knoxville, TN (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Kokomo, IN (Metropolitan Statistical Area)",0.51,1.02
2017,3,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Lafayette, LA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Lake Charles, LA (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2.57,
2017,3,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Lancaster, PA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Laredo, TX (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Las Cruces, NM (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Lawrence, KS (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Lawton, OK (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Lebanon, PA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Lewiston, ID-WA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Lexington-Fayette, KY (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Lima, OH (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Lincoln, NE (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Logan, UT-ID (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Longview, TX (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Longview, WA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Lubbock, TX (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Lynchburg, VA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Madera, CA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Madison, WI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Manhattan, KS (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Mankato-North Mankato, MN (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Mansfield, OH (Metropolitan Statistical Area)",1.15,1.26
2017,3,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Medford, OR (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Merced, CA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Midland, MI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Midland, TX (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Missoula, MT (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Mobile, AL (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Modesto, CA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Monroe, LA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Monroe, MI (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Montgomery, AL (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Morgantown, WV (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Morristown, TN (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Muncie, IN (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Muskegon, MI (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2.57,
2017,3,"Napa, CA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",2.57,
2017,3,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1.37,1.49
2017,3,"New Bern, NC (Metropolitan Statistical Area)",1.81,2.1
2017,3,"New Haven-Milford, CT (Metropolitan Statistical Area)",1.37,1.49
2017,3,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",1.49,1.63
2017,3,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Norwich-New London, CT (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Ocala, FL (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Ocean City, NJ (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Odessa, TX (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Oklahoma City, OK (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Olympia-Tumwater, WA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Owensboro, KY (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",2.57,
2017,3,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Panama City, FL (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Peoria, IL (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Pine Bluff, AR (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Pittsburgh, PA (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Pittsfield, MA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Pocatello, ID (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Portland-South Portland, ME (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Port St. Lucie, FL (Metropolitan Statistical Area)",2.57,
2017,3,"Prescott, AZ (Metropolitan Statistical Area)",2.57,
2017,3,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Provo-Orem, UT (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Pueblo, CO (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Punta Gorda, FL (Metropolitan Statistical Area)",2.57,
2017,3,"Racine, WI (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Raleigh, NC (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Rapid City, SD (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Reading, PA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Redding, CA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Reno, NV (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Richmond, VA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",2.57,
2017,3,"Roanoke, VA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Rochester, MN (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Rochester, NY (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Rockford, IL (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Rocky Mount, NC (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Rome, GA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Saginaw, MI (Metropolitan Statistical Area)",1.02,1.15
2017,3,"St. Cloud, MN (Metropolitan Statistical Area)",1.02,1.15
2017,3,"St. George, UT (Metropolitan Statistical Area)",2.1,2.57
2017,3,"St. Joseph, MO-KS (Metropolitan Statistical Area)",0.51,1.02
2017,3,"St. Louis, MO-IL (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Salem, OR (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Salinas, CA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Salisbury, MD-DE (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Salt Lake City, UT (Metropolitan Statistical Area)",1.26,1.37
2017,3,"San Angelo, TX (Metropolitan Statistical Area)",1.37,1.49
2017,3,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",1.49,1.63
2017,3,"San Diego-Carlsbad, CA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",1.02,1.15
